iter	Logloss
241	0.3900957522
242	0.3898584117
243	0.3895229837
244	0.3888974729
245	0.3884253129
246	0.3879416424
247	0.3873757404
248	0.3868982066
249	0.3866037783
250	0.3861250504
251	0.3856798918
252	0.3850484102
253	0.3846040809
254	0.3844626717
255	0.3840208634
256	0.3836091415
257	0.3830230381
258	0.3827079441
259	0.382204769
260	0.3817110808
261	0.3813361458
262	0.3808585125
263	0.3805112756
264	0.379998713
265	0.3795057214
266	0.3792333188
267	0.3789334836
268	0.3785220602
269	0.3780163972
270	0.3774586553
271	0.3771573606
272	0.3767580115
273	0.3763831761
274	0.3760030332
275	0.3756833616
276	0.3752100737
277	0.3747129689
278	0.3744217582
279	0.3739710932
280	0.3737550818
281	0.3733995852
282	0.3728056203
283	0.3724341019
284	0.3720834815
285	0.3717842765
286	0.3713185849
287	0.3709215247
288	0.3706230164
289	0.3702038309
290	0.3700020832
291	0.3693467182
292	0.3689522121
293	0.3686142963
294	0.3682456639
295	0.3678135747
296	0.3675608759
297	0.3671837185
298	0.3668778129
299	0.3665612262
300	0.3660503222
301	0.3656462296
302	0.3652958082
303	0.3648474984
304	0.3643617713
305	0.3637597457
306	0.363391644
307	0.3628097202
308	0.3625232531
309	0.3621513035
310	0.3617458841
311	0.3613291533
312	0.360850923
313	0.3603679491
314	0.3597808838
315	0.3592634118
316	0.3589042664
317	0.3585425667
318	0.3581556237
319	0.357733088
320	0.3574489428
321	0.3571677166
322	0.3568099312
323	0.3564997466
324	0.3563155465
325	0.3559049192
326	0.3555779499
327	0.3553228627
328	0.3549770853
329	0.3544976939
330	0.3540041384
331	0.3537631159
332	0.3533363674
333	0.3529544333
334	0.3526486272
335	0.3521233932
336	0.3519390272
337	0.351563661
338	0.351155422
339	0.3507736206
340	0.3505333942
341	0.3502776104
342	0.3499379697
343	0.3495682426
344	0.3492193471
345	0.3490163388
346	0.3487327907
347	0.3486004373
348	0.3482519399
349	0.347878
350	0.3476465972
351	0.3473022129
352	0.3470121301
353	0.3466195811
354	0.3463910642
355	0.3459930752
356	0.3458177649
357	0.3454495637
358	0.3449919659
359	0.3445811064
360	0.344385031
361	0.3440559719
362	0.3438497792
363	0.3435049306
364	0.3432043324
365	0.3428514895
366	0.3427926768
367	0.3425505265
368	0.3423304019
369	0.3418293165
370	0.341546664
371	0.3410540373
372	0.3406625167
373	0.3405388874
374	0.3403210184
375	0.3398042098
376	0.3397271861
377	0.3394682511
378	0.3393190467
379	0.3389121678
380	0.3384633603
381	0.3382608165
382	0.3379172947
383	0.3375747681
384	0.337227133
385	0.3370458188
386	0.336606233
387	0.3363686603
388	0.3360572483
389	0.3357262653
390	0.3354000589
391	0.3351550558
392	0.3348541923
393	0.3345218161
394	0.3344086357
395	0.3338445912
396	0.3336961829
397	0.3334009917
398	0.3330153092
399	0.3327614494
400	0.3325499493
401	0.3322753243
402	0.3319607942
403	0.3317811054
404	0.3314685987
405	0.331216099
406	0.3309846961
407	0.3306467803
408	0.3303092293
409	0.3299887947
410	0.3296028801
411	0.3294952061
412	0.3293081864
413	0.328812508
414	0.3284554523
415	0.3281074192
416	0.3276302835
417	0.3273595395
418	0.3271574601
419	0.3267299486
420	0.3264733356
421	0.3262775587
422	0.3260197847
423	0.3258696183
424	0.3257634702
425	0.3255996041
426	0.325286633
427	0.3250959645
428	0.3247981196
429	0.3245914957
430	0.3244160196
431	0.3240538224
432	0.3237612517
433	0.3234489109
434	0.3232413914
435	0.3230385158
436	0.3226141888
437	0.3223463971
438	0.3220551532
439	0.3217790687
440	0.3216631682
441	0.3212548961
442	0.3210211712
443	0.3207873801
444	0.3205656632
445	0.3202508678
446	0.3200917783
447	0.3199593254
448	0.3196000472
449	0.3194726695
450	0.3192341017
451	0.3188911106
452	0.3185000212
453	0.3182411526
454	0.3180226865
455	0.3177979179
456	0.3175947106
457	0.3173473856
458	0.3169501263
459	0.316615594
460	0.3162682575
461	0.3159824537
462	0.3156980432
463	0.315536499
464	0.315282208
465	0.3149556699
466	0.3146500297
467	0.3144723643
468	0.3143079675
469	0.3139087843
470	0.3137265744
471	0.3134363589
472	0.3131867119
473	0.3128908904
474	0.3126745473
475	0.3123955105
476	0.3121990038
477	0.3120330147
478	0.3118170033
479	0.3115259917
480	0.31117222
481	0.3108833976
482	0.3107123002
483	0.3105260103
484	0.3103157375
485	0.3099986201
486	0.3098301763
487	0.3095164423
488	0.3092398934
489	0.3090917173
490	0.3089277848
491	0.3086140508
492	0.3083219114
493	0.3079892366
494	0.3077486121
495	0.307380046
496	0.3071131831
497	0.3068810173
498	0.3065820445
499	0.3063516368
500	0.3060252977
501	0.3058158543
502	0.3053974981
503	0.305138364
504	0.3048672883
505	0.3043944649
506	0.3041651187
507	0.3040690546
508	0.3037400619
509	0.3035016931
510	0.3032224572
511	0.3029924807
512	0.302777564
513	0.3025510042
514	0.3023526067
515	0.3021177209
516	0.3019049271
517	0.3017360521
518	0.3015538755
519	0.3013261878
520	0.3011083188
521	0.3009217304
522	0.3005337591
523	0.3003967285
524	0.3001639988
525	0.2999236729
526	0.2995062787
527	0.2994042438
528	0.2989749411
529	0.298817477
530	0.2985093158
531	0.2982479261
532	0.297917109
533	0.2976448391
534	0.2974520476
535	0.2972851961
536	0.2971293242
537	0.2968786488
538	0.2966873169
539	0.2965325397
540	0.2962610659
541	0.2959622922
542	0.29571029
543	0.2954625337
544	0.295263705
545	0.2950886934
546	0.2947180043
547	0.2943711322
548	0.294046319
549	0.2938799651
550	0.2937001767
551	0.2935878588
552	0.2932668271
553	0.2928647249
554	0.292634483
555	0.292345528
556	0.2920516304
557	0.2919399096
558	0.2917126863
559	0.2915842471
560	0.2914175946
561	0.2912679258
562	0.2909887231
563	0.2906717715
564	0.2904829274
565	0.2901038792
566	0.2898579473
567	0.2897425776
568	0.289551312
569	0.2893772291
570	0.2891013767
571	0.2888858961
572	0.2884736103
573	0.2882664556
574	0.2879649287
575	0.2877270574
576	0.2876064135
577	0.2873791239
578	0.2871718697
579	0.2869312452
580	0.2867848935
581	0.2866022525
582	0.2864087312
583	0.2862513667
584	0.2860215892
585	0.285785476
586	0.2855933811
587	0.2854879296
588	0.2848947276
589	0.2847161998
590	0.2843816343
591	0.2842878259
592	0.2839269887
593	0.2837900576
594	0.2835175224
595	0.2833800606
596	0.283114425
597	0.2828625886
598	0.2827399212
599	0.2825038081
600	0.2823451167
601	0.2821707021
602	0.2820102194
603	0.2818259861
604	0.2817136682
605	0.2815438644
606	0.2811174144
607	0.2809346075
608	0.2806922581
609	0.280497211
610	0.2803078029
611	0.27996521
612	0.2797571597
613	0.2794544054
614	0.2792057535
615	0.2790253681
616	0.2789119555
617	0.2788359932
618	0.2784724692
619	0.2783434661
620	0.2780131796
621	0.2778603264
622	0.2776151077
623	0.277172354
624	0.2768992383
625	0.276722087
626	0.2765106201
627	0.2763003971
628	0.2761135267
629	0.275897449
630	0.2756834279
631	0.2754653433
632	0.2752825198
633	0.2751705501
634	0.2748767355
635	0.2747913526
636	0.2745305766
637	0.2743370222
638	0.2742330137
639	0.2740460603
640	0.2738490395
641	0.2737171007
642	0.2734562418
643	0.2733091935
644	0.2730604918
645	0.2729398479
646	0.2727833126
647	0.2726025789
648	0.2723352681
649	0.2720238893
650	0.2718477498
651	0.2716823578
652	0.2714720353
653	0.2713143556
654	0.271169082
655	0.270965543
656	0.2707234922
657	0.2705374179
658	0.2702324909
659	0.2700015856
660	0.2698928833
661	0.2696607839
662	0.2694969343
663	0.2692494931
664	0.2690342281
665	0.2689832936
666	0.26877866
667	0.2686016912
668	0.2684204765
669	0.2682922032
670	0.2681245721
671	0.2679595616
672	0.267765012
673	0.2673676864
674	0.2672088955
675	0.2670420771
676	0.2667052559
677	0.2666130895
678	0.2664884484
679	0.2663911571
680	0.2661580293
681	0.26593409
682	0.2655523549
683	0.2653955045
684	0.2650746055
685	0.2649321846
686	0.2647173674
687	0.2645370649
688	0.2643580395
689	0.264222369
690	0.2640241374
691	0.2638726276
692	0.2637715713
693	0.2636503303
694	0.2633891893
695	0.2631706735
696	0.2630159627
697	0.2628418964
698	0.2624725674
699	0.2623501487
700	0.2621886544
701	0.2619166167
702	0.2615086431
703	0.2613624573
704	0.2612688811
705	0.261049818
706	0.2609625609
707	0.2608546713
708	0.2606502035
709	0.2605053611
710	0.260384485
711	0.2602154276
712	0.2600599372
713	0.259914564
714	0.2596532407
715	0.2595625504
716	0.2593401536
717	0.2592090773
718	0.2591023818
719	0.2589617522
720	0.2587566376
721	0.2586262744
722	0.2584086377
723	0.2582525502
724	0.258094771
725	0.2579924542
726	0.2576938463
727	0.2575528352
728	0.2572921753
729	0.2569432632
730	0.2566914766
731	0.2565085701
732	0.2563947097
733	0.2562972525
734	0.2561678679
735	0.2560188459
736	0.2557393115
737	0.2554032533
738	0.2553030595
739	0.2551636406
740	0.2549117379
741	0.2546262326
742	0.2543549579
743	0.2541371885
744	0.254004238
745	0.2537149844
746	0.2536274122
747	0.253548647
748	0.2534762175
749	0.2533520242
750	0.2531991046
751	0.2531205219
752	0.2528271385
753	0.2526553278
754	0.252469635
755	0.2524188664
756	0.2521203746
757	0.2519925491
758	0.2518564141
759	0.2518305903
760	0.251671335
761	0.2514827894
762	0.2513219087
763	0.2510865751
764	0.2507908033
765	0.2506917207
766	0.2503163213
767	0.2501995584
768	0.2499547046
769	0.2496277851
770	0.2493955198
771	0.2492989913
772	0.2491645315
773	0.2489990566
774	0.2488177424
775	0.2486717888
776	0.2484817339
777	0.2482563516
778	0.2481675853
779	0.2480622001
780	0.2477864804
781	0.2475431691
782	0.2472946333
783	0.2470285664
784	0.2468205991
785	0.2466566335
786	0.2462976207
787	0.2460381549
788	0.2459362528
789	0.2458104838
790	0.2455639217
791	0.2453285383
792	0.245162997
793	0.2450180551
794	0.2447557201
795	0.2444547902
796	0.2442063705
797	0.24409183
798	0.2437701184
799	0.2436288419
800	0.2435045823
801	0.2432956861
802	0.2430652453
803	0.2428206734
804	0.242706614
805	0.2423418128
806	0.242135023
807	0.2420675195
808	0.2418500154
809	0.2415640292
810	0.2412905652
811	0.2410582501
812	0.2409180848
813	0.2405891418
814	0.2404881851
815	0.2403913581
816	0.2400741577
817	0.23992016
818	0.2396054475
819	0.2393695334
820	0.2392280579
821	0.2389255855
822	0.2387274369
823	0.2384981072
824	0.2383658202
825	0.2379708829
826	0.2377467446
827	0.2376257357
828	0.2374624169
829	0.2372183758
830	0.2370809804
831	0.2368894162
832	0.236689211
833	0.2366403994
834	0.2363017041
835	0.2360685266
836	0.2358139867
837	0.2356476162
838	0.2354260486
839	0.2353345125
840	0.2353051393
841	0.2351629506
842	0.2349706401
843	0.2347464188
844	0.2345788209
845	0.2343561255
846	0.234146566
847	0.2340783824
848	0.233941866
849	0.2336839095
850	0.2335100589
851	0.2332893537
852	0.2331551925
853	0.2329291302
854	0.2327763433
855	0.2326104537
856	0.2325721741
857	0.232361072
858	0.2321403338
859	0.2319882268
860	0.2317872752
861	0.2317120096
862	0.2314612347
863	0.2313926199
864	0.2312189185
865	0.2310614213
866	0.2308155889
867	0.2307320305
868	0.2305845841
869	0.230380249
870	0.230341903
871	0.2301141158
872	0.2300686546
873	0.2296946484
874	0.2295607525
875	0.2294457975
876	0.2292518616
877	0.2291161579
878	0.2289768551
879	0.2288843901
880	0.2286313264
881	0.2284216839
882	0.2282313637
883	0.228114352
884	0.2278701782
885	0.2277384551
886	0.227563178
887	0.2274557528
888	0.2272785187
889	0.2271291982
890	0.2270368825
891	0.2268948596
892	0.22656522
893	0.2265045498
894	0.2263024869
895	0.2260317761
896	0.2257772363
897	0.2257622429
898	0.2256174502
899	0.2254307291
900	0.2252502441
901	0.2251601509
902	0.2250007298
903	0.224689948
904	0.2244754957
905	0.2242416879
906	0.2240085602
907	0.2237334044
908	0.2234981869
909	0.2233186141
910	0.2230930328
911	0.2228494727
912	0.2227976592
913	0.2226569466
914	0.2223786064
915	0.2222348255
916	0.2221337194
917	0.2219577292
918	0.2217708754
919	0.2216480753
920	0.22144787
921	0.2213144551
922	0.2211059404
923	0.2208757815
924	0.2207055133
925	0.2206438645
926	0.2204115494
927	0.2202474511
928	0.2200447248
929	0.2198960346
930	0.2196468187
931	0.2195357281
932	0.2192170185
933	0.2189297054
934	0.2186723129
935	0.2183945034
936	0.2183336673
937	0.2182808918
938	0.2180473659
939	0.2177980174
940	0.2175910286
941	0.2173695108
942	0.2171870854
943	0.2170015418
944	0.2167721458
945	0.2164663564
946	0.2163174837
947	0.2161329518
948	0.2159014495
949	0.2157966448
950	0.2155937858
951	0.2154064178
952	0.21510713
953	0.2149646261
954	0.2146353514
955	0.2145167807
956	0.2143590181
957	0.2142849134
958	0.2142096478
959	0.2138297371
960	0.2135954152
961	0.2133915611
962	0.2133204916
963	0.2131897968
964	0.2129832558
965	0.2128993656
966	0.2127782573
967	0.2125627435
968	0.2124560481
969	0.2123235288
970	0.2120982626
971	0.2119470679
972	0.2118128238
973	0.2115929479
974	0.2114150503
975	0.2113737853
976	0.2111767976
977	0.2110049206
978	0.2108722189
979	0.2107978157
980	0.2107042396
981	0.2106470689
982	0.2104788739
983	0.210432998
984	0.2101870164
985	0.2101686229
986	0.209885307
987	0.2096212138
988	0.2094411269
989	0.209365712
990	0.209213489
991	0.209123031
992	0.2089391957
993	0.2088219518
994	0.2086442201
995	0.2084131987
996	0.2083046125
997	0.2082164599
998	0.2081294848
999	0.207965602
